rank,country,user,affiliation,birth,rating,highest,match,win
5503,CN,wawawa8,,2002,1115,1115,3,0
5515,JP,hiroshi128, ,,1114,1114,33,0
5515,BY,vadiwalker,,1998,1114,1114,1,0
5515,BD,s_h_shahin,University of Dhaka,1997,1114,1114,3,0
5515,JP,zizou,,1996,1114,1141,15,0
5515,CN,Y_UMF,,,1114,1114,3,0
5515,US,cs1235,,,1114,1114,2,0
5515,JP,rmizuta,,,1114,1230,47,0
5515,RU,verytable,,,1114,1114,3,0
5515,JP,ccppjsrb,きのこ派,1985,1114,1134,19,0
5515,JP,tyawanmusi,,2003,1114,1116,23,0
5525,JP,k_ashiya,Kyoto Univ.,1994,1113,1206,39,0
5525,CN,Ceva,,,1113,1113,2,0
5525,BR,rop,,1993,1113,1273,6,0
5525,CA,zzar,,,1113,1113,13,0
5525,JP,lilac_s,,,1113,1115,16,0
5525,JP,sumomoneko,wild,,1113,1184,16,0
5525,JP,Tommy6,Fixstars Corporation,,1113,1233,44,0
5525,CN,mmh,,2000,1113,1113,4,0
5533,JP,material,星ノ海学園 生徒会,,1112,1224,76,0
5533,IN,erasmas,,,1112,1112,6,0
5533,NL,markun,,1979,1112,1129,8,0
5533,BR,ffern,,1999,1112,1112,2,0
5533,JP,s103ng,,1996,1112,1160,33,0
5533,JP,hanyutrans,,,1112,1168,9,0
5533,JP,itoshi,,1993,1112,1115,21,0
5540,JP,yasuyuky,undefined,,1111,1379,53,0
5540,JP,shimataku,,,1111,1150,17,0
5540,JP,fujiyu,,1993,1111,1132,5,0
5540,IN,akshay_miterani,,1996,1111,1111,2,0
5540,CN,chendl111,,,1111,1111,8,0
5540,KR,lg970325,SKKU,1997,1111,1111,6,0
5540,CN,linrongen,,,1111,1111,2,0
5540,TW,tsyr,,,1111,1111,2,0
5548,JP,albicilla,Keio University,,1110,1332,52,0
5548,CN,gugugupan,Student,1992,1110,1110,1,0
5548,RU,mrworker27,,1999,1110,1114,6,0
5548,RU,farhit,,1999,1110,1110,1,0
5548,CN,kpn64,,1996,1110,1144,7,0
5548,IN,jeelvashnav1999,,1999,1110,1110,4,0
5548,JP,sunao,,,1110,1110,16,0
5548,KR,YunGoon,KOREATECH,1996,1110,1110,7,0
5548,JP,kojin15,,2000,1110,1125,20,0
5548,RU,traktor74,,2003,1110,1368,5,0
5558,JP,acguy,Zeon armed forces,,1109,1189,12,0
5558,JP,mirac,:),,1109,1109,2,0
5558,JP,yumechi,!悪い趣味,,1109,1304,36,0
5558,JP,shiba6v,京都大学,,1109,1109,33,0
5558,IN,boxisgreat,,1996,1109,1109,9,0
5558,CN,Starry_sky,1173298382,1997,1109,1109,15,0
5558,IN,euler_1998,,1998,1109,1109,3,0
5558,JP,ruikyon,,1998,1109,1127,27,0
5558,PL,Linkus,,,1109,1109,7,0
5558,CN,zhsq11,University of Electronic Science and Technology of China,1998,1109,1109,18,0
5558,IN,satvik007,IIT Palakkad,1998,1109,1109,5,0
5558,JP,trasta,,2000,1109,1109,17,0
5558,BR,joaom,Federal University of Campina Grande,1999,1109,1134,4,0
5571,JP,space,opuct,,1108,1108,3,0
5571,JP,serisuza,Tokyo,,1108,1136,5,0
5571,TW,yulun,,,1108,1141,5,0
5571,KG,Shabdan,,2018,1108,1135,12,0
5571,CN,SiuGinHung,UESTC,1998,1108,1114,24,0
5571,JP,progfay,明治大学,1997,1108,1108,23,0
5571,JP,rokahikou,The University of Electro-Communications,1998,1108,1108,24,0
5571,JP,penerte,The University of Tokyo,1998,1108,1187,39,0
5579,EG,NourElRashidy,Ain Shams University,1996,1107,1107,1,0
5579,UA,april1994,,1994,1107,1107,4,0
5579,IN,SomanshuSingla,NIT Kurukshetra,1997,1107,1107,5,0
5579,IN,ayush933,,2000,1107,1107,8,0
5579,CN,q__w__q,,2000,1107,1107,1,0
5579,CN,Leokery,,2001,1107,1107,7,0
5579,JP,burokoron,,,1107,1144,45,0
5579,IL,infoshoc,,,1107,1107,3,0
5579,CN,ZjBr_Shadow,,2001,1107,1107,1,0
5579,JP,ayatosuzuki,,,1107,1119,15,0
5589,JP,osamu329,一般人,1981,1106,1138,18,0
5589,JP,nobunobunobu,N/A,,1106,1155,8,0
5589,JP,mmck328,,,1106,1106,18,0
5589,CN,happy_code,,,1106,1106,13,0
5589,IN,sbansalcs,,1998,1106,1106,1,0
5589,MC,NightRaven,,,1106,1348,10,0
5589,RU,KKID,,1997,1106,1106,3,0
5589,JP,sintan,Tohoku University,1999,1106,1110,35,0
5589,JP,mdstoy,,1973,1106,1112,22,0
5598,JP,Zarath8128,北海道大学理学院数学専攻博士課程,1991,1105,1107,7,0
5598,JP,nectar,会社員,,1105,1220,20,0
5598,JP,Cmer,Keio University,,1105,1110,40,0
5598,JP,sonotaro99,,,1105,1105,14,0
5598,RO,FizZ,,2001,1105,1105,13,0
5598,CN,Nietzsche233,DP Religion,2001,1105,1105,4,0
5598,SE,hejsanhejsan,,,1105,1105,1,0
5598,CN,realbenx,,,1105,1105,13,0
5598,JP,Kiterai,,,1105,1105,24,0
5598,JP,ese0462,,,1105,1105,21,0
5598,JP,tonami,,1992,1105,1169,21,0
5598,HR,markotee,,,1105,1105,2,0
5610,JP,jxuaqxwd,Tokyo Institute of Technology,,1104,1104,4,0
5610,JP,ZxFkcjgN,nai,1997,1104,1137,52,0
5610,JP,Yellowstone,,2018,1104,1126,34,0
5610,JP,tanba,名古屋工業大学,1996,1104,1197,61,0
5610,IN,knandy,,,1104,1104,7,0
5610,BR,tubone,,,1104,1104,4,0
5610,JP,awayan,,,1104,1136,23,0
5610,KR,Hyperbolic,POSTECH,1997,1104,1104,1,0
5610,IN,aliencoder22,,2000,1104,1115,7,0
5619,JP,kambarakun,"Junior resident, M.D. / UT bio / Niigata-Univ. Med.",,1103,1195,22,0
5619,CN,ReChinX,,,1103,1103,14,0
5619,IN,priyanshukm,,1997,1103,1103,5,0
5619,JP,TomA,,1993,1103,1120,41,0
5623,JP,wand125,Gaia,1990,1102,1102,5,0
5623,JP,yoshi78,itf,,1102,1126,28,0
5623,JP,dicenull,仙台高専,2000,1102,1214,62,0
5623,JP,KuroUron,msi,,1102,1102,17,0
5623,JP,untan,大島商船,1999,1102,1135,35,0
5623,JP,TakoKurage,,,1102,1203,63,0
5623,IN,shubham8,The LNM Institute of Information Technology,1997,1102,1102,2,0
5623,JP,rimmoc833,,,1102,1112,20,0
5623,JP,gmmtea,東京工業大学,,1102,1102,15,0
5623,JP,KaigyakuRoushi,,,1102,1102,8,0
5633,JP,ikeha,サラリーマン,,1101,1383,73,0
5633,JP,icchyr,,,1101,1183,12,0
5633,IN,koolboy,,1996,1101,1101,2,0
5633,MA,MaxHeap,,1994,1101,1214,20,0
5633,JP,tamreff3290,,1993,1101,1214,28,0
5633,CN,vist0r,,,1101,1101,7,0
5633,JP,ugis,suzuka college,2001,1101,1156,43,0
5633,JP,Yoko453,The University of Tokyo,1998,1101,1117,11,0
5633,JP,zenrosai,,1996,1101,1101,15,0
5633,JP,kametaro,Hiroshima University,1999,1101,1151,44,0
5633,VN,Trung,,,1101,1101,6,0
5644,JP,donguri411,筑波大学,1997,1100,1145,9,0
5644,JP,tuki_remon,立命館大学,,1100,1330,24,0
5644,JP,chigiri, ,,1100,1102,7,0
5644,JP,isea,G,,1100,1100,1,0
5644,JP,koki8514,Meiji University,,1100,1114,10,0
5644,JP,jaga810,東京大学,,1100,1185,12,0
5644,VN,Minh,,1900,1100,1100,1,0
5644,IN,Punya,,,1100,1100,4,0
5644,CN,mstar,,1992,1100,1100,8,0
5644,JP,rsy3244,Hokkaido University,,1100,1132,40,0
5644,CN,OBlack,NK,2000,1100,1100,4,0
5644,JP,cawteh,,1995,1100,1100,20,0
5644,CN,foreverlasting,,,1100,1100,6,0
5657,JP,konipu,University of Tsukuba,,1099,1099,4,0
5657,JP,mscle11,たまーず工房,1992,1099,1248,7,0
5657,JP,imnotchestnut,TDU,1995,1099,1166,7,0
5657,JP,kay,student,,1099,1182,8,0
5657,JP,higucheese,,,1099,1143,9,0
5657,CN,TGSteven,,,1099,1099,2,0
5657,CN,BlueCat,,2003,1099,1099,6,0
5657,JP,pocketpair,,1995,1099,1175,19,0
5657,JP,shimipon15,Tokyo Institute of Technology,1996,1099,1116,17,0
5666,JP,tonkotsu,Tohoku University,,1098,1098,3,0
5666,JP,ngard,The Univ. of Tokyo,1991,1098,1104,33,0
5666,JP,atcorder_eustia,Tokyo Institute of Technology,,1098,1151,30,0
5666,TH,jumpwmk,,1997,1098,1098,2,0
5666,CN,halfapri,,1995,1098,1098,2,0
5666,IN,Harshad,Nirma University,1996,1098,1134,18,0
5666,CN,CSL,,1997,1098,1098,6,0
5666,PL,Rumble,,,1098,1122,5,0
5666,JP,KoyaNakamura,,,1098,1098,14,0
5666,CN,ynyuje,,2002,1098,1098,6,0
5666,JP,spider_0859,,1998,1098,1098,16,0
5666,JP,satoshi_f,,1996,1098,1098,36,0
5666,JP,setsuna,京都大学,1998,1098,1098,25,0
5666,JP,ymtz03,,1996,1098,1098,14,0
5666,JP,slimepettan,,,1098,1098,22,0
5666,JP,xsd,,1972,1098,1098,6,0
5682,TW,tmt514,National Taiwan University,,1097,1097,1,0
5682,JP,daizu39,,,1097,1097,18,0
5682,JP,nacky,,1993,1097,1128,21,0
5682,CN,huangda,,,1097,1104,25,0
5682,BE,streifi,,2001,1097,1097,5,0
5682,US,DucPro,,2002,1097,1097,2,0
5682,JP,Ken_Sumi1019,滋賀大学,1999,1097,1097,39,0
5682,JP,rahdpp,,1962,1097,1170,9,0
5690,JP,ttakuru88,KRAY,1989,1096,1104,12,0
5690,JP,mits58,Daigaku,,1096,1096,4,0
5690,KR,suhgyuho,a,,1096,1096,2,0
5690,CN,idealism,,,1096,1096,3,0
5690,CN,zcc,,,1096,1135,13,0
5690,JP,aokabi,Kyoto University,1996,1096,1096,28,0
5690,JP,togekko,,1996,1096,1096,13,0
5690,CN,huas_dengyin,HUAS,1999,1096,1149,18,0
5690,HR,Shtef,,2000,1096,1096,7,0
5690,JP,mumeiDoe,,,1096,1096,8,0
5700,JP,mgr0204,無所属,1997,1095,1158,7,0
5700,JP,MEGANEnoKAMISAMA,tnctprocon,2002,1095,1114,31,0
5700,CN,kafuuchino,"zpyz,China",,1095,1095,7,0
5700,JP,nessie,,1990,1095,1121,29,0
5700,ID,Sidiq_HA,UGM,1996,1095,1095,8,0
5700,KR,RickMcCoy,,,1095,1095,1,0
5700,JP,mgmk2,,1994,1095,1095,14,0
5700,JP,kazuaki3280,,1994,1095,1095,8,0
5700,JP,itigo,Hokkaido University,2000,1095,1134,14,0
5700,JP,sushibon,,,1095,1095,4,0
5710,JP,attribute_k,Tokyo Institute of Technology,1994,1094,1135,6,0
5710,JP,iseekautos,SS,,1094,1113,22,0
5710,JP,ytoku3,society,1992,1094,1306,30,0
5710,KR,blinkingstar7,,,1094,1094,2,0
5710,CN,Sinstar,,,1094,1094,8,0
5710,CN,DongChengrong,,1997,1094,1098,19,0
5710,JP,readonly_true,The University of Tokyo,1996,1094,1094,13,0
5710,CN,Freopen,,2003,1094,1094,1,0
5710,CN,ytrsk,,1958,1094,1094,4,0
5710,JP,KKT89,Waseda University,2000,1094,1094,18,0
5710,JP,Zray,,1994,1094,1094,8,0
5721,JP,fatekiti,Kyoto University,1995,1093,1093,23,0
5721,CN,Eric1028,,,1093,1093,37,0
5721,IN,pm2016189,pdpm iiitdmj,1999,1093,1115,11,0
5721,CN,basasuya,,,1093,1126,11,0
5721,CN,faimerth,,,1093,1093,6,0
5721,JP,yusuke0710,,1987,1093,1093,26,0
5721,JP,jannkennshitai,軍団,2002,1093,1164,16,0
5721,JP,tac_,TMU,,1093,1098,32,0
5729,JP,tetsurom,,,1092,1115,48,0
5729,JP,reihiguchi,,2001,1092,1092,27,0
5729,JP,yoyoyousei,OsakaUniversity,1992,1092,1161,15,0
5729,JP,drone4888,drone,,1092,1092,9,0
5729,SG,Rikirin,,2001,1092,1092,6,0
5729,JP,Bondo416,Hokkaido University,1995,1092,1092,40,0
5729,JP,shiba24,,,1092,1120,9,0
5729,CN,imbabao,,1997,1092,1092,9,0
5729,JP,kkiriyama,,1996,1092,1183,21,0
5729,IN,TheOneYouWant,IIT Bombay,1999,1092,1092,1,0
5729,JP,hiroebe,,,1092,1092,9,0
5740,JP,osakanamaru,summit system service,,1091,1091,12,0
5740,JP,marble0117,,1997,1091,1091,13,0
5740,CN,kschrodinger,,,1091,1097,7,0
5740,JP,a_key_bako,,1991,1091,1183,29,0
5740,JP,gomatamago,Tottori University,1997,1091,1149,37,0
5740,CN,cjy,,2003,1091,1091,2,0
5740,JP,ariku,Kyoto University,,1091,1091,14,0
5740,JP,yochan,Tokyo Institute of Technology,1998,1091,1112,15,0
5748,JP,kahuu,University of Fukushi,,1090,1090,6,0
5748,JP,ssssttttnnnn,UT,,1090,1119,23,0
5748,KZ,kzkh09,,,1090,1095,5,0
5748,TW,WillyPillow,,,1090,1090,2,0
5748,JP,hk10nis,,1996,1090,1133,12,0
5748,JP,NKato,,1995,1090,1092,14,0
5748,TN,svanO,INSAT,1996,1090,1246,12,0
5748,JP,naranhuu,,,1090,1090,5,0
5756,BD,Alhelal_WA,"Islamic university,kushtia,Bangladesh",1991,1089,1089,8,0
5756,JP,at_cacao_jp,,,1089,1089,11,0
5756,IN,sanketmakani,,1997,1089,1089,3,0
5756,JP,uzi215,Yahoo! JAPAN,1995,1089,1164,52,0
5756,CN,xxjAc,,2004,1089,1089,8,0
5756,CN,Cuistiano,,,1089,1089,12,0
5756,JP,tacchan7412,The University of Tokyo,1997,1089,1089,13,0
5756,CN,sheryang,,,1089,1089,10,0
5756,JP,Ebishu0309,Paken,2006,1089,1089,35,0
5765,JP,prog470,Kanazawa University,1995,1088,1251,51,0
5765,JP,penpen_png,tsukuba,,1088,1088,10,0
5765,JP,flag,,1905,1088,1088,2,0
5765,JP,ryogaelbtn,,1999,1088,1088,4,0
5765,JP,Toosimple,,,1088,1088,5,0
5765,JP,muras,,1987,1088,1151,18,0
5765,JP,rittok,,,1088,1088,1,0
5765,JP,AChannel,,2001,1088,1088,2,0
5765,JP,hongu0901,京都大学,1997,1088,1088,17,0
5765,TW,saoaccel,,,1088,1088,9,0
5765,JP,kusarimodoki,慶應義塾大学,1998,1088,1088,22,0
5765,JP,kyo1,,1997,1088,1088,30,0
5765,JP,exion,SIE,,1088,1122,13,0
5778,JP,leaf2326,W-PCP,2003,1087,1118,35,0
5778,CN,hnust_yuanquan,,,1087,1200,4,0
5778,JP,kage,北宇治高校,,1087,1102,47,0
5778,JP,AtomikKeo,,1997,1087,1087,15,0
5778,CN,JOYCE,,2004,1087,1087,5,0
5778,CN,ajcxsu,,,1087,1087,3,0
5778,JP,hakuchan,kumamoto-univ,1996,1087,1089,38,0
5778,CN,nanatoday,Nanjing San Pai Lou Primary School,2007,1087,1108,17,0
5778,JP,skrts13,toudai,1996,1087,1087,22,0
5778,CN,eom,,1999,1087,1087,1,0
5778,CN,LeoJAM,,,1087,1087,2,0
5778,MK,vlado,student,2002,1087,1087,2,0
5778,JP,godotmulfunc,ut,1990,1087,1087,14,0
5791,JP,tochukaso,gmo-sc,,1086,1200,7,0
5791,JP,kenji1203,,1980,1086,1086,17,0
5791,IN,chirag_dhawan,,,1086,1086,3,0
5791,VN,minh141198,,1998,1086,1086,3,0
5791,CN,Yuao_2001,,,1086,1185,6,0
5791,PL,texhurn,1st High School in Suwalki,2000,1086,1086,5,0
5791,JP,dptbl,,,1086,1086,4,0
5791,JP,ExpiPi,,2000,1086,1112,11,0
5791,JP,AyaTaka_chemi,,1995,1086,1086,12,0
5791,CN,carry,,1990,1086,1088,7,0
5791,JP,kohdai,Paken,2005,1086,1167,28,0
5791,IN,code_name123,other,1999,1086,1086,17,0
5791,JP,kawap23,,1995,1086,1086,12,0
5804,JP,s14ti028,埼玉大学,1995,1085,1114,42,0
5804,JP,tukumodou,大学生,1997,1085,1085,3,0
5804,JP,guruguru,,,1085,1085,30,0
5804,BD,aminul,,1995,1085,1085,3,0
5804,MD,alakay,,,1085,1085,12,0
5804,TW,andy89923,,2000,1085,1085,6,0
5804,RU,curlink,,2002,1085,1085,2,0
5804,JP,Sano98,,1998,1085,1085,18,0
5804,JP,KouMikage,,1985,1085,1085,37,0
5804,KR,gyuni,,1996,1085,1085,4,0
5804,JP,daikimatsu06,Kyoto University,1999,1085,1085,12,0
5804,CN,ProgramNovice,,2000,1085,1085,6,0
5816,JP,ryo_ryo66,Kyoto University,,1084,1084,3,0
5816,RU,fr0st,,,1084,1084,4,0
5816,IN,nanicode,,,1084,1084,3,0
5816,JP,Impulse,国立明石工業高等専門学校という名の監獄,2002,1084,1144,44,0
5816,IL,avirammagen11,,1991,1084,1084,7,0
5816,BD,AmdSadi,,1995,1084,1084,16,0
5816,JP,prime1019,KU,1999,1084,1113,16,0
5816,JP,ytakaya,Tsukuba,1996,1084,1126,13,0
5824,JP,sakaki,None,1991,1083,1157,12,0
5824,KZ,acube,Massachusetts Institute of Technology,1994,1083,1083,1,0
5824,JP,paihu,none,,1083,1285,24,0
5824,US,kaseik,,1992,1083,1083,2,0
5824,CN,ZZU20152430244,,1996,1083,1083,8,0
5824,CN,Holland_Pig,,2005,1083,1083,16,0
5824,CN,luojinyao,,,1083,1090,7,0
5824,JP,nayuta13,The University of Tokyo,1999,1083,1106,24,0
5824,IN,prakharmath,IIT Kharagpur,1999,1083,1083,4,0
5824,KR,hellogaon,,,1083,1083,2,0
5824,US,skaw,,1998,1083,1083,20,0
5835,JP,koutarou,KNCT,,1082,1130,17,0
5835,CN,Swrrt_11,,,1082,1082,1,0
5835,JP,rayhotate,Kaisei Academy ,2003,1082,1207,68,0
5835,US,flyman3046,,1988,1082,1082,3,0
5835,RU,Marchello,,2000,1082,1082,2,0
5835,CN,Harmony,,,1082,1082,6,0
5841,JP,david,,,1081,1081,52,0
5841,CN,hnust_huyuquan,,,1081,1081,23,0
5841,BD,shamimjucse,,1995,1081,1081,8,0
5841,CN,thost,,,1081,1126,5,0
5845,JP,kengo0o0,-,,1080,1112,19,0
5845,ID,phillotunru,Smak Penabur Gading Serpong,2001,1080,1080,3,0
5845,JP,fe8r,,,1080,1080,12,0
5845,AM,Vahagn,,1999,1080,1080,5,0
5845,CN,hnust_sunpangbo,Hunan University of Science and Technology,1998,1080,1112,18,0
5845,CN,CHENRUIJIE,,2007,1080,1080,17,0
5845,JP,kNakajima,TMU,1996,1080,1116,33,0
5845,JP,saba,Ritsumeikan University,1999,1080,1215,37,0
5845,CN,MXang,,2000,1080,1265,15,0
5845,JP,penkuririn,,1997,1080,1156,24,0
5845,JP,fedoseev_timofey,,2003,1080,1080,2,0
5845,BD,YouKn0wWho,SUST,1998,1080,1080,4,0
5845,BY,NighTurs,,1993,1080,1080,4,0
5858,CN,dimitri,,1996,1079,1079,1,0
5858,PH,wfe2017,MGC New Life Christian Academy,2000,1079,1159,4,0
5858,JP,shinshu,NITTC,1998,1079,1109,32,0
5858,IN,hanky_panky,USICT-DELHI,1997,1079,1112,27,0
5858,CN,Wen_kr,,,1079,1079,3,0
5858,IN,jimmy1810,,,1079,1079,5,0
5858,JP,jjjjjjjtgpptmjj,The University of Tokyo,1997,1079,1079,35,0
5858,JP,amezaki1007,早稲田大学,1998,1079,1079,25,0
5866,JP,henoc,earth,,1078,1083,11,0
5866,JP,bttb,,1987,1078,1121,35,0
5866,CN,suixinhita,,,1078,1078,7,0
5866,CN,ppppiano,,,1078,1078,4,0
5866,CN,GerynOhenz,,,1078,1078,7,0
5866,FI,Mistra,,,1078,1078,3,0
5866,CN,CATE,,2018,1078,1114,13,0
5866,IN,rohan_088,IIIT Delhi,1998,1078,1097,6,0
5866,CN,ECUST_fzl,,2000,1078,1078,2,0
5866,JP,escgreen,,1989,1078,1100,17,0
5866,JP,mui87,,1990,1078,1078,6,0
5877,CN,heroming,,1991,1077,1077,3,0
5877,JP,ikarostech,Waseda University,1996,1077,1085,20,0
5877,CN,S031502248,,1996,1077,1077,2,0
5877,JP,y_yujin,,1998,1077,1077,26,0
5877,JP,yan,,1998,1077,1101,41,0
5877,RO,tiberiu02,,2002,1077,1077,1,0
5877,CN,cn_xh,,,1077,1077,3,0
5877,JP,okuni,,1985,1077,1077,17,0
5877,JP,Micc,,1996,1077,1077,18,0
5877,JP,oz4point5,京都大学総合人間学部,1996,1077,1077,6,0
5887,CN,cxr1242,?,,1076,1077,15,0
5887,JP,naoyk1212,Niigata University,1996,1076,1141,26,0
5887,HU,mraron,,2001,1076,1076,3,0
5887,JP,alex00,,,1076,1080,13,0
5887,IN,parthlathiya,IIT Bombay,1995,1076,1140,10,0
5887,CN,xiaohejun,,1998,1076,1107,20,0
5887,CN,eeryi,,,1076,1076,7,0
5887,JP,nakajiy,Ritsumeikan University,1997,1076,1125,33,0
5887,IN,guvi007,,1999,1076,1076,11,0
5897,MY,jeremy_ng2222,,2000,1075,1075,16,0
5897,CN,iftest614,,,1075,1075,4,0
5897,RU,meatrow,,,1075,1075,2,0
5897,CN,nootwu,,,1075,1075,2,0
5897,IN,divyansh13,,1997,1075,1075,4,0
5897,KR,BaaaaaaarkingDog,,,1075,1075,2,0
5897,JP,mono1120,The University of Tokyo,1996,1075,1075,18,0
5897,CN,qin_peng,I AM,1997,1075,1106,5,0
5897,JP,gekko,某メーカー,1993,1075,1075,13,0
5897,CZ,FloyGun,,2001,1075,1075,3,0
5907,JP,aki33524,Twitter,,1074,1293,4,0
5907,JP,yuinityk,The University of Tokyo,,1074,1121,10,0
5907,AF,atcoder_,,,1074,1074,4,0
5907,JP,isihya,,1995,1074,1107,12,0
5907,CN,lxdlam,Student,1998,1074,1074,9,0
5907,JP,saitaman,東京工業大学,1998,1074,1079,35,0
5907,JP,taka256,,,1074,1126,22,0
5907,CN,jokerwyt,zsjz,,1074,1074,2,0
5907,JP,KEN_RP,六甲学院高校,2002,1074,1074,21,0
5907,JP,hcr,,,1074,1110,12,0
5917,JP,masu0912,学生,,1073,1073,4,0
5917,IN,utkarsh_iit023,,1998,1073,1096,4,0
5917,RU,Alexicon,,,1073,1073,4,0
5917,CN,cxvdzxhb,,,1073,1073,4,0
5917,JP,ueda,University of Tokyo,1991,1073,1073,22,0
5917,JP,odz,,1982,1073,1193,36,0
5917,JP,azz,会社,1990,1073,1073,10,0
5924,JP,WooCie,APCC,1995,1072,1076,11,0
5924,JP,norimiso,,1993,1072,1118,37,0
5924,CN,HarryGuo2012,,1995,1072,1072,3,0
5924,JP,suntory,tti,1995,1072,1072,21,0
5924,CN,RealDAN,,,1072,1072,16,0
5924,JP,tako63,,,1072,1108,13,0
5924,CA,yuhta,,1988,1072,1072,4,0
5924,IN,amankh99,,,1072,1197,7,0
5924,JP,wkwkhautbois,,1990,1072,1072,13,0
5933,CN,ckLXHL,,1990,1071,1071,7,0
5933,RU,acid,HSE,1993,1071,1071,1,0
5933,JP,koslika,,,1071,1071,3,0
5933,JP,hikkyprogramming,「2chのひきこもり板のヒッキーのプログラミングするスレ」所属で僕の名は「ヒッキープログラミングするスレ」です http://www54.atwiki.jp/projecthikky/pages/92.html,,1071,1139,11,0
5933,JP,chick,,2000,1071,1329,11,0
5933,CN,hhx,,,1071,1071,2,0
5933,JP,jirlock,,,1071,1071,18,0
5933,JO,creed983,creed983,,1071,1134,11,0
5933,JP,mukakego,,1997,1071,1071,28,0
5933,IN,ramchandra,,2001,1071,1071,2,0
5933,CN,siruiyang_sry,,,1071,1071,1,0
5933,JP,momohara,Chiba University,1997,1071,1071,17,0
5945,JP,kuburow,,,1070,1070,9,0
5945,JP,darjeeling,Iwate Prefectural University,1999,1070,1070,43,0
5945,IN,i_love_ayrawhsia,IIT Patna,1997,1070,1070,3,0
5945,JP,Gale,,1991,1070,1137,17,0
5945,CA,yingted,University of Waterloo,1995,1070,1070,1,0
5945,JP,KUMAWO,,1979,1070,1081,92,0
5945,JP,side,豊田の高専監獄,1999,1070,1120,70,0
5945,CN,fbhou,成都石室中学,2002,1070,1070,10,0
5945,JP,okaryo,,,1070,1072,39,0
5945,JP,Nagatuki,,1997,1070,1070,25,0
5945,JP,straycat,,1993,1070,1070,7,0
5956,CN,zfz,,,1069,1177,6,0
5956,IN,prabhu_3095,,1995,1069,1069,2,0
5956,BD,udashi,student,1993,1069,1168,13,0
5956,IN,abhipso,IIEST Shibpur,1995,1069,1069,7,0
5956,CN,lwyz56126,,,1069,1069,2,0
5956,CN,jjikkollp,GXYZ,2001,1069,1069,2,0
5956,RU,DeadMedved,,2000,1069,1069,1,0
5956,IN,jupiter_9,,,1069,1075,6,0
5956,JP,abab,,,1069,1124,33,0
5956,CN,Return_Hao,Ritsumeikan University,1998,1069,1069,3,0
5956,JP,Iso_,三重 高田高等学校,2004,1069,1087,11,0
5956,CN,pjincz,,,1069,1069,1,0
5956,IR,smhh22,,2003,1069,1069,3,0
5969,JP,qrrakakh,一般企業,,1068,1083,26,0
5969,JP,zenito9970,宮崎大学,1997,1068,1250,41,0
5969,IN,chogba,,1996,1068,1068,5,0
5969,BD,shaft,,1994,1068,1068,6,0
5969,JP,ruu_413,uec,,1068,1184,28,0
5969,JP,took,,,1068,1141,22,0
5969,JP,topaz13,Tokyo Institute of Technology,1999,1068,1111,32,0
5976,JP,ToM_ynu,YNU,1996,1067,1179,29,0
5976,RU,Evlampiy,https://vk.com/evlampiy_lavrentiev,2002,1067,1067,6,0
5976,JP,KIT_,,,1067,1067,9,0
5979,JP,Aminyl,student,,1066,1149,6,0
5979,IN,adi001,,1996,1066,1066,19,0
5979,JP,inu_tanuki,,,1066,1066,10,0
5979,CN,annoyrain,HNFMS,2003,1066,1066,1,0
5979,CN,CtrlCV,,1999,1066,1066,1,0
5979,JP,moritan0000,The University of Tokyo,1994,1066,1111,21,0
5985,JP,nueve,,,1065,1065,9,0
5985,AU,qwearer,UQ,1991,1065,1065,1,0
5985,IN,dhirajfx3,,1998,1065,1096,6,0
5985,JP,kodamune,Saitama University,1998,1065,1307,38,0
5985,JP,minmin408,Shinshu University,1999,1065,1123,41,0
5985,IN,vickyyo,,1997,1065,1065,4,0
5985,JP,kuromegane,,,1065,1096,36,0
5985,IN,karngyan,"Birla Institute of Technology, Mesra",1999,1065,1065,6,0
5985,IN,stan,,1999,1065,1065,6,0
5985,IN,digu_J,NIT Hamirpur,1999,1065,1073,7,0
5985,RU,Jeanette,,,1065,1065,4,0
5996,JP,warm4C0,,,1064,1064,6,0
5996,JP,phero,株式会社クラウドリアルティ,1981,1064,1144,5,0
5996,JP,levi,(´・ω・｀),,1064,1179,19,0
5996,BD,Bruteforceman,WTF,2001,1064,1064,3,0
5996,IN,sanngu,,1996,1064,1064,4,0
5996,JP,inletsun1,,,1064,1082,25,0
5996,JP,at0x0ft,Waseda University,1996,1064,1086,38,0
5996,CN,rgnoH,,2000,1064,1064,7,0
5996,IN,unknown_artist,BITS Pilani K.K Birla Goa Campus,1996,1064,1064,6,0
5996,BY,everka,,,1064,1064,1,0
5996,JP,konohiroaki,,1990,1064,1121,37,0
5996,CN,yg6095,,,1064,1127,25,0
5996,JP,rin1120,,,1064,1064,12,0
5996,CN,dudubao001,,2007,1064,1091,17,0
5996,JP,mononeco,,1991,1064,1064,16,0
5996,JP,riichi0908,,,1064,1084,13,0
6012,JP,tst_tsq,学生,,1063,1203,11,0
6012,JP,walk_to_work,Eagle Jump,1995,1063,1065,29,0
6012,SY,Nour_,,,1063,1107,17,0
6012,CN,Anonym,,1996,1063,1063,7,0
6012,CN,icynias,,,1063,1063,5,0
6012,JP,bluesky999,,1914,1063,1151,23,0
6012,CN,Shelley0420,2574561040@qq.com,2002,1063,1063,5,0
6012,JP,shunby,,,1063,1124,15,0
