rank,country,user,affiliation,birth,rating,highest,match,win
15003,JP,kobo,,,332,332,4,0
15021,JP,stmasa2015,ISOL,,331,347,17,0
15021,JP,motoka64,,1997,331,331,2,0
15021,JP,tty_atc,,,331,331,5,0
15021,JP,Tlaloc,pc club,2002,331,331,8,0
15021,CN,Jasmine45,,,331,331,13,0
15021,IN,piyushmaurya,,1998,331,331,4,0
15021,IN,yoo_haha,,,331,331,1,0
15021,JP,shirasu,湘南工科大学,1978,331,331,3,0
15021,JP,DaisukeSato,,,331,331,7,0
15021,JP,foradqwert,,1997,331,331,6,0
15021,JP,onimothu,,1999,331,331,17,0
15021,JP,agoyr,,2001,331,353,16,0
15021,CN,semon0x29a,,,331,331,1,0
15021,JP,usr,,1986,331,331,2,0
15021,IN,ExplodingFreeze,BITS Pilani Hyderabad,1999,331,331,2,0
15021,JP,Ll_e_ki,,2004,331,331,11,0
15021,JP,cokachang,,1978,331,424,7,0
15021,JP,munef,,1986,331,331,13,0
15021,JP,yu8ka,,,331,360,9,0
15021,CN,Haowang,,2007,331,331,9,0
15041,JP,myamya,,,330,330,26,0
15041,JP,nerovous,,1992,330,330,8,0
15041,JP,lblblbl,,,330,330,4,0
15041,HK,SkyXh,61725978,2004,330,330,2,0
15041,BR,AndreBtt,,,330,435,4,0
15041,CN,hhr0718,,2007,330,382,8,0
15041,IN,datcoder,,,330,330,3,0
15041,CN,ergeda,,,330,330,1,0
15041,JP,Kassin,東京理科大学,1997,330,377,11,0
15041,SE,Loke85,,2002,330,330,1,0
15041,JP,gassann,,1996,330,330,16,0
15041,IN,alankrit_singh,,1996,330,330,2,0
15041,JP,closing,,,330,340,7,0
15041,JP,kinosheeta,,,330,330,1,0
15041,CN,yurzhang,,2003,330,330,2,0
15041,JP,sabe,,,330,330,5,0
15041,JP,biwakoking,,1999,330,330,5,0
15058,JP,zaltoprofen,Tokyo Institute of Technology,,329,329,2,0
15058,JP,otaku12,student,2000,329,329,4,0
15058,JP,r115305,,,329,329,8,0
15058,AR,Juaanma,,,329,329,1,0
15058,JP,nattsun,,1995,329,329,4,0
15058,JP,IsaoHisakawa,,,329,373,5,0
15058,JP,rinakoro,KU,1995,329,410,4,0
15058,JP,T_taisyou,,,329,339,16,0
15058,JP,kerkerker,,1996,329,431,8,0
15058,US,runeblaze,,,329,329,1,0
15058,JP,ryotin717,,1991,329,390,17,0
15058,JP,ydorf,,,329,329,9,0
15058,JP,hagitaku,都城高専,2001,329,341,21,0
15058,JP,Syngonium,,1992,329,347,10,0
15058,JP,kaedetf,,,329,329,5,0
15058,IN,invincible,,2000,329,354,6,0
15074,JP,mozukux,Kyoto University,,328,328,4,0
15074,JP,h2so40627,,,328,328,8,0
15074,JP,zkayrodu,,,328,328,5,0
15074,CN,xdd2016011187,,1983,328,365,13,0
15074,BD,likhon5,,1999,328,328,2,0
15074,CN,happypeople,15616332564,2000,328,328,1,0
15074,JP,Nek,,1997,328,328,3,0
15074,JP,u749194f,,,328,328,2,0
15074,JP,hidemaru,,1980,328,376,12,0
15074,JP,koukyo1994,The University of Tokyo,1994,328,328,5,0
15074,JP,Shomiya,,1996,328,328,6,0
15074,JP,fluorite4,,,328,334,9,0
15074,JP,fly_penguin,,1990,328,328,13,0
15074,JP,kunitaka,Konan University,2000,328,328,3,0
15074,JP,hy1111,,,328,328,4,0
15089,JP,yuina822,Kyushu Institute of Technology,1991,327,469,9,0
15089,RO,zenus,,1998,327,327,1,0
15089,JP,tokkiyaa,githubを参照,1992,327,327,3,0
15089,CN,Jockers,,,327,350,9,0
15089,IN,wkup,,,327,327,5,0
15089,RU,CurtizJ,,1998,327,327,3,0
15089,JP,systemd_tinaxd,,2001,327,328,9,0
15089,CN,kkk6666,,1998,327,327,6,0
15089,JO,moath,,1900,327,327,6,0
15089,IN,metanoia5,,,327,327,1,0
15089,JP,nbpifb,,1900,327,417,4,0
15089,JP,FLT,,1993,327,327,6,0
15089,BD,Sukarna_Paul,Noakhali Science And Technology University,1997,327,404,4,0
15089,JP,sitan,Chiba.univ,1999,327,327,5,0
15089,JP,sak_Citrus,,2000,327,327,8,0
15089,CN,t3018216317,,2000,327,327,1,0
15089,IN,varunkamani19,,1998,327,327,1,0
15089,KR,BBang3,,,327,327,1,0
15107,JP,yota0613,Waseda University,,326,326,4,0
15107,CN,jesa7955,,1995,326,337,3,0
15107,VN,dat,QUOINE,1995,326,326,2,0
15107,JP,tkkssk,Paken,,326,331,12,0
15107,JP,tuboniki,,1995,326,326,4,0
15107,JP,Mikatas7,,1985,326,326,7,0
15107,JP,chronoire,The University of Tokyo,1998,326,326,5,0
15107,TN,dhaw92,,1992,326,403,3,0
15107,JP,saikyan,Doshisha University,1996,326,326,7,0
15107,JP,MtSkier,,,326,326,7,0
15107,CN,beacon_cwk,,2006,326,326,1,0
15107,JP,MtModer,Nagoya University,1998,326,349,15,0
15107,JP,bluediamond,,2002,326,326,10,0
15107,JP,r1naria,Kyoto University,1996,326,326,3,0
15107,JP,bacon,,1992,326,326,9,0
15107,IN,debajyoti123,,2000,326,326,3,0
15107,JP,karmanord,,1989,326,326,12,0
15107,JP,real,,,326,326,10,0
15107,JP,dagasi963,,1998,326,470,12,0
15126,IN,joker_in,"national institute of technology,jamshedpur",1997,325,325,3,0
15126,JP,sette_piani,,,325,325,2,0
15126,JP,cshin,,,325,325,3,0
15126,JP,crow31415,"NITNC, 3I",2001,325,325,5,0
15126,JP,Seiha,,1996,325,325,11,0
15126,JP,tomowarkar,,1997,325,325,8,0
15126,JP,t16cs039,University of Yamanashi,1996,325,325,12,0
15126,JP,mallu_venu,,,325,325,1,0
15126,RU,nexuschebykin,,2003,325,325,1,0
15126,JP,yosukesan,,1984,325,333,18,0
15126,JP,snu_f_kin,,1980,325,325,2,0
15126,IN,Chrollo_Lucifer,IIIT Lucknow,2000,325,325,2,0
15126,IN,sm210199,,1999,325,325,6,0
15126,JP,hatahiro,,1995,325,325,4,0
15140,AU,agentmist2,,1997,324,324,11,0
15140,JP,fk2,,2001,324,324,5,0
15140,JP,sabersann,Kyoto University,,324,324,17,0
15140,KZ,Sick,,1998,324,324,1,0
15140,JP,change,,,324,324,8,0
15140,CN,Fy1999,,,324,324,12,0
15140,JP,Daisuke323,,1996,324,325,14,0
15140,JP,Quant,,,324,324,6,0
15140,JP,welchi,,,324,353,10,0
15140,JP,blue0552,,1994,324,329,13,0
15140,JP,Ringo0731,,1999,324,324,29,0
15140,JP,FFF3,,1996,324,324,9,0
15140,IN,invincible7,,1997,324,324,3,0
15140,IN,Dhruvik1999,,1999,324,324,3,0
15140,JP,suuka,,1999,324,324,8,0
15140,CK,Npudding,,,324,324,7,0
15140,JP,bonboyaju,,1998,324,346,8,0
15140,JP,sato_ac974,,1980,324,324,9,0
15140,RU,Trickman,Pupil,2002,324,324,1,0
15159,JP,thallium,,1998,323,323,6,0
15159,JP,tassi,Nara Institute of Science and Technology,1993,323,323,5,0
15159,IN,cenation092,,1997,323,344,5,0
15159,JP,slithytove,,,323,323,6,0
15159,EG,CodingKnight,,,323,437,8,0
15159,CN,liuhanwen,,2001,323,323,4,0
15159,US,mte3,,1920,323,338,13,0
15159,CN,logic2000,,2000,323,323,3,0
15159,CN,AAA6g3y,,2005,323,323,1,0
15159,JP,hotaru,student,1995,323,338,9,0
15159,IN,yoda69,,,323,323,1,0
15159,JP,piano_man,Financial Company,1988,323,323,9,0
15159,JP,arbol962,,1994,323,323,10,0
15159,SY,Beethoven,,1998,323,323,1,0
15159,JP,mymyyy,,,323,324,15,0
15159,EG,AhmedMokhtar,,1998,323,323,6,0
15159,JP,komo_fr,,,323,323,6,0
15159,CN,ArlenmbX,,,323,323,1,0
15159,JP,shoukei,,2001,323,323,11,0
15159,JP,h173309,,,323,323,9,0
15159,IN,saurabh_dtu,Delhi Technological University ( B.tech  Software Engineering- 2021 ),1999,323,323,1,0
15159,CN,aljkdfhs,,2003,323,323,1,0
15181,JP,yamagh,none,,322,322,4,0
15181,JP,yutaka,会社員,,322,322,4,0
15181,JP,tanyan1010,Nagoya Institute of Technology,2000,322,342,15,0
15181,JP,Raccoon,,1997,322,322,10,0
15181,IN,adishegde,,1999,322,322,3,0
15181,JP,gyaneman,,1995,322,322,4,0
15181,CN,jx_25,,1996,322,322,1,0
15181,IN,theFallenStar,,1997,322,394,2,0
15181,JP,xeat25,,,322,322,5,0
15181,CN,huangweijing,,,322,322,2,0
15181,CN,zwu_2017010630,,1999,322,447,16,0
15181,JP,Kei__,近畿大学,1998,322,337,14,0
15181,JP,penmanship,,,322,322,3,0
15181,BA,nikolatech,,2000,322,322,2,0
15181,JP,unick,,1995,322,352,7,0
15181,IN,amangupta87,,1999,322,322,2,0
15181,JP,itanium,,1998,322,322,9,0
15181,SM,impetus_,,2002,322,322,1,0
15199,JP,IEEE,,,321,321,4,0
15199,CN,narcissus,,2000,321,321,1,0
15199,JP,kagicc,,1987,321,321,11,0
15199,CN,faith,,1999,321,325,3,0
15199,JP,tkdshi223,,,321,349,15,0
15199,JP,shiokousan,東京大学,1999,321,321,4,0
15199,JP,ciel0217,,2001,321,365,25,0
15199,CN,dsrdsr,,2002,321,321,2,0
15199,JP,ks1701002,,1997,321,321,6,0
15199,JP,nkjmkzm,大阪大学,1999,321,321,3,0
15209,HK,thinfaifai,Student,,320,320,1,0
15209,JP,kz_morita,,1991,320,320,4,0
15209,CN,hnust_lijie,,,320,320,2,0
15209,JP,SlashNephy,Nephy Project,1997,320,320,9,0
15209,JP,tkyz,フリーランス,1981,320,320,3,0
15209,JP,civil_nasu,,1997,320,320,10,0
15209,JP,ht0919,,,320,387,48,0
15209,JP,ykprogram,,1997,320,320,4,0
15209,IN,TLE_MASTER,"national institute of technology, durgapur",2000,320,320,11,0
15209,IN,keval_dave,,1999,320,320,3,0
15209,JP,exp_kawagoeshi,Waseda University,1999,320,320,14,0
15209,JP,HayaokiMuri,,,320,320,5,0
15209,XX,nakamichi,,,320,320,5,0
15222,UY,fastnoise,,1991,319,319,6,0
15222,JP,aakyara2008,,1987,319,368,15,0
15222,EG,hodahisham,German University in Cairo,,319,319,1,0
15222,BR,bezaliel,,1998,319,319,1,0
15222,IN,iavinas,,1998,319,319,8,0
15222,JP,kain14510,,1987,319,319,2,0
15222,JP,seesaw0419,,1995,319,327,11,0
15222,CN,DotixoLa,13600812316,2002,319,319,3,0
15222,CN,gilsaia,,,319,319,1,0
15222,TW,alanwanga,,,319,319,9,0
15222,JP,Spica9,東京大学,1997,319,319,6,0
15222,JP,nodame_us,,1990,319,319,6,0
15222,IN,aniket21,,1999,319,319,4,0
15222,JP,ysdYSD,,,319,319,10,0
15222,JP,leer,MIS.W,1999,319,424,19,0
15222,JP,tma,,1976,319,319,16,0
15222,CN,zwu2018010410,,,319,319,6,0
15222,JP,thxtech,,1995,319,319,5,0
15222,IN,Kodierer,,1998,319,319,3,0
15222,JP,godmyoh,,1981,319,319,1,0
15222,JP,missionel,,,319,319,2,0
15243,JP,foafoa,,1994,318,318,9,0
15243,TW,JiaHongLin,,2000,318,318,5,0
15243,CN,owen2001,Juxian No.1 Middle School,2001,318,318,3,0
15243,CN,Ellvia,,1998,318,318,2,0
15243,JP,Rysta,,,318,318,4,0
15243,BD,Superstorm,,1995,318,318,1,0
15243,JP,igah,N高等学校,2001,318,318,13,0
15243,JP,mistel1211,,1997,318,318,5,0
15243,JP,kokubunjigaisen,東京大学大学院人文社会系研究科,1996,318,350,12,0
15243,JP,nappa,,1984,318,318,3,0
15243,JP,colmuska,,1987,318,360,11,0
15243,JP,s1670240,IIS,,318,318,10,0
15243,BR,rogerp4ssos,,,318,318,4,0
15243,IN,szaveri,BITS Pilani KK Birla Goa Campus,1997,318,318,3,0
15243,JP,k_mtn,,1997,318,318,3,0
15243,JP,sano_IQ3,,,318,318,3,0
15243,CN,xiong_6,,2005,318,318,3,0
15260,JP,wyess,personal,,317,381,5,0
15260,JP,th13miko,,,317,356,11,0
15260,JP,md31cgi,今村研究室,1997,317,323,13,0
15260,JP,yoshiki,,1998,317,317,9,0
15260,JP,takubokudori,,,317,437,3,0
15260,CN,hnust_yueshuolei,Hunan University of Science and Technology,,317,317,6,0
15260,CN,heheheheehhejie,,,317,317,1,0
15260,JP,samasama,,,317,317,5,0
15260,JP,humancipher,,1991,317,317,12,0
15260,VN,helsinki2103,,2002,317,317,4,0
15260,JP,daikikuma,,,317,317,2,0
15260,JP,hargon24,,1994,317,332,8,0
15260,JP,Easyface,,1996,317,317,6,0
15260,JP,suiren183,,1993,317,317,2,0
15260,CN,shuimosanqian,,1998,317,317,4,0
15260,CN,devout,,2019,317,317,2,0
15260,IN,mihil2701,,2000,317,317,1,0
15277,JP,outlandkarasu,Outlandish Watch,,316,339,4,0
15277,JP,hr0499ctf,,1999,316,316,9,0
15277,ID,SalzzZ,,,316,316,3,0
15277,JP,takanashi,,,316,316,7,0
15277,CN,hehepig,,,316,316,1,0
15277,JP,watamario,high school student,2001,316,316,10,0
15277,CN,maozhengxiang,,,316,419,6,0
15277,JP,miraclecolors,,,316,316,5,0
15277,IN,itssecret,,1995,316,316,1,0
15277,JP,mlsfa,,1996,316,316,8,0
15277,JP,ds14050,,,316,316,5,0
15277,TJ,sobir_bobiev,,,316,316,2,0
15277,JP,kodaichi,,,316,316,5,0
15277,IN,aj619,,,316,316,11,0
15277,JP,Hashizo,,1969,316,316,19,0
15277,CN,Photoshop,,2001,316,322,2,0
15277,CN,crazyzhk,,2003,316,316,1,0
15277,CN,Worse_Rating,QwQ,2004,316,316,3,0
15295,JP,yuntan_t,Osaka University,,315,425,7,0
15295,JP,karita,なし,,315,315,5,0
15295,CN,lousiyi,,,315,315,5,0
15295,MD,rkpower,,2001,315,338,9,0
15295,CN,nebula_sky,,1999,315,315,12,0
15295,JP,triplet,,,315,315,4,0
15295,JP,sable,,,315,317,8,0
15295,JP,temu,,2002,315,346,18,0
15295,CN,xiaoyao24256,,,315,315,1,0
15295,JP,bno,Kyoto Univ,1996,315,315,2,0
15295,JP,nilime1219,,1990,315,315,5,0
15295,JP,femshima_01,,2003,315,315,8,0
15295,JP,yoshi74ls181,,,315,315,1,0
15295,JP,Dozi,,1999,315,315,6,0
15295,KZ,Solvolution,,2004,315,315,1,0
15295,CN,leave8426,,,315,315,1,0
15295,JP,amabow,,,315,315,12,0
15295,JP,Vista_win,,2001,315,315,3,0
15295,JP,kanaami,大学,1996,315,315,10,0
15295,CN,crpboy,,2000,315,315,1,0
15295,JP,yoheiii,The University of Tokyo,1997,315,369,11,0
15295,JP,mitchy,京都大学,2001,315,315,9,0
15295,KR,EQ1,,1995,315,315,1,0
15295,IN,diradon,IIT Kharagpur,1998,315,315,2,0
15295,IN,Vk98,,1998,315,315,3,0
15320,JP,cminus2,toba-cmt,,314,347,7,0
15320,JP,kaputte,,,314,314,21,0
15320,JP,user075,,,314,314,4,0
15320,JP,vistlip1060,,,314,314,4,0
15320,JP,murnana,,1992,314,314,17,0
15320,JP,kou_7215,,1995,314,367,19,0
15320,JP,karaimon,HiroshimaUniversity,1999,314,343,9,0
15320,JP,rntkym,,,314,314,3,0
15320,JP,rizumi,,,314,314,4,0
15320,UA,Petro1488,,2000,314,314,1,0
15320,JP,yusayukio,,1999,314,314,12,0
15320,JP,Antony,,2001,314,314,10,0
15320,JP,MurphysLaw,,2000,314,314,8,0
15320,JP,kojinyan,,1998,314,314,6,0
15320,JP,chara09,,1991,314,314,6,0
15320,JP,hyle,,1996,314,314,9,0
15320,JP,aocha,,,314,314,4,0
15320,IN,lakh,,,314,373,3,0
15338,JP,Carimatics,JVM,1992,313,360,4,0
15338,JP,kuranus96,Univ.,,313,313,6,0
15338,JP,masu,,1995,313,336,4,0
15338,JP,UK,,,313,313,6,0
15338,JP,ashitayaru,,1997,313,313,7,0
15338,JP,sorakaihana,,1994,313,390,5,0
15338,JP,sakana,,,313,313,8,0
15338,JP,skyloken,Kyoto Institute of Technology,1997,313,326,5,0
15338,JP,keck,,1990,313,313,6,0
15338,JP,yamashita_1224,東京工業大学,1994,313,313,6,0
15338,CN,hcy2000,,,313,313,4,0
15338,CN,esportsNoSave,,,313,313,5,0
15338,JP,lyko008,,1997,313,369,9,0
15338,JP,MasterMaster,,1995,313,313,12,0
15338,JP,tcc,,1990,313,313,2,0
15353,JP,acomagu,会津大学,,312,346,6,0
15353,CN,colhac,,,312,312,1,0
15353,JP,toriroro,北海道大学工学部,1995,312,385,16,0
15353,JP,upg,Osaka university,1994,312,347,6,0
15353,BD,border,,,312,312,2,0
15353,JP,ilikemap2,Kyoto University,2001,312,312,17,0
15353,JP,one15936,,2000,312,312,10,0
15353,JP,mega_yadoran,,,312,312,4,0
15353,JP,alme1006,,,312,315,17,0
15353,CN,lu_nacy,,,312,312,3,0
15353,IN,Nishanth,,1998,312,312,1,0
15353,JP,mitsuaki,,,312,312,4,0
15365,JP,thagi,University Student,,311,311,8,0
15365,VN,bigkizd,,1997,311,311,3,0
15365,PK,alamin16,@l@min,,311,311,3,0
15365,JP,sheep,,1996,311,311,3,0
15365,BD,kissu_pari_na,,1994,311,311,1,0
15365,JP,isoflabon,University of Ryukyu,1996,311,311,6,0
15365,ID,leia,,,311,311,1,0
15365,JP,chlorine,,,311,401,10,0
15365,IN,SHUBHAM,,1998,311,311,2,0
15365,JP,sho_,Kyoto University,2000,311,323,8,0
15365,JP,packun,,1969,311,311,6,0
15365,JP,vandeeglobe,,1988,311,337,7,0
15365,ID,Richie,,2002,311,311,3,0
15365,JP,himatubushi,大学生,1998,311,312,7,0
15365,JP,bayashi5910,,,311,311,9,0
15365,IN,awesumrit,IIT Bombay,1998,311,311,3,0
15365,JP,sato_tcs,,,311,329,8,0
15365,JP,BigTheAndo,,1996,311,311,4,0
15383,CN,JianRon,,1999,310,310,3,0
15383,JP,kzkzkz,Kyoto Univ,1997,310,310,2,0
15383,IN,Natsu6767,,1999,310,310,3,0
15383,CN,Hades,,2004,310,332,14,0
15383,BR,filipeabelha,,,310,310,1,0
15383,JP,Ao_i,,1995,310,331,3,0
15383,JP,ldkybe,,,310,310,6,0
15383,VN,cotyeyddca1,,1997,310,310,4,0
15383,JP,melpier,,1999,310,310,8,0
15383,CN,zwu_2017010672,,,310,310,9,0
15383,JP,mchhdnr,The University of Tokyo,1992,310,310,3,0
15383,JP,thas,,1990,310,310,10,0
15383,UA,just,,1998,310,310,2,0
15383,JP,daiki000,,1989,310,310,7,0
15383,JP,bagpack,,,310,310,4,0
15383,JP,thetaKU,Kyoto University,1997,310,310,4,0
15383,JP,cheekama,,1997,310,319,8,0
15383,VN,huuquan1994,,1994,310,310,9,0
15383,JP,funassshi,,1998,310,310,4,0
15383,JP,kiteretsu,,1992,310,310,9,0
15403,JP,must526,株式会社アネブル,1984,309,319,9,0
15403,JP,Capibaara,,1998,309,309,6,0
15403,CO,I_fuck_all,,,309,309,2,0
15403,JP,uguisuan,,1989,309,309,2,0
15403,JP,TataraTone,,,309,309,6,0
15403,JP,pompom_,,,309,309,8,0
15403,JP,ImDE6D,Tokyo,2000,309,309,8,0
15403,JP,unitl,NITTC,2002,309,353,15,0
15403,CN,hnust_ZXR,,2000,309,309,9,0
15403,JP,Miumiura,,1992,309,309,6,0
15403,JP,ebi_fly,Tokyo Institute of Technology,2000,309,309,10,0
15403,IN,drunken_joker,,2001,309,309,6,0
15403,JP,j_taka_z,,,309,309,6,0
15403,CN,pzy,,2003,309,309,2,0
15403,CN,myj128128,15152798053,2007,309,309,4,0
15403,PL,mkmkl93,,1998,309,309,1,0
15419,JP,kai6512,,,308,383,10,0
15419,CN,TSSN,,,308,308,10,0
15419,BD,Parag_AP,,,308,308,8,0
15419,IN,Fayaz,NITC,1998,308,308,1,0
15419,CN,chostleaf,,1988,308,308,1,0
15419,BD,Sadman,,1995,308,308,2,0
15419,BR,victoreis,UW,1997,308,308,1,0
15419,JP,himai,,1996,308,352,9,0
15419,CN,iwanna,,,308,308,1,0
15419,JP,makome,The University of Tokyo,2000,308,308,4,0
15419,JP,tsmhrk,,,308,316,7,0
15419,JP,watarimaycry2,,1993,308,308,9,0
15419,IN,Ganga_Jathin,student,1999,308,402,10,0
15419,JP,azwjp,The University of Tokyo,1992,308,308,3,0
15419,TR,mszortul,,1995,308,308,2,0
15419,CN,xbx787,,,308,308,1,0
15435,JP,BRP2048,,1999,307,307,5,0
15435,JP,disktnk11,,,307,307,5,0
15435,JP,kuma13,,,307,307,12,0
15435,JP,mitawa,secret,1998,307,307,4,0
15435,JP,j00m,college school,1996,307,356,6,0
15435,CN,Rammmmm,,,307,307,1,0
15435,CN,yah01,,1999,307,307,1,0
15435,JP,KKCMN,,1999,307,307,10,0
15435,JP,elperry,Kobe University,1997,307,358,13,0
15435,MY,ahzong,alexanderkalani3@gmail.com,2003,307,309,14,0
15435,JP,akcb_t,SRC,1988,307,307,7,0
15435,JP,Kimmy,,,307,358,6,0
15435,IN,zanj0,,1998,307,307,2,0
15435,JP,mochita,The University of Tokyo,1999,307,307,4,0
15435,VN,Newps,,2002,307,307,3,0
15435,IR,Mohammad__Amin__,,2002,307,307,2,0
15435,IN,enemy_12,,,307,837,3,0
15452,JP,quadmist,Tokyo Tech,,306,306,3,0
15452,CN,nbcbc,,,306,460,25,0
15452,VN,iamnotduy,,2000,306,306,4,0
15452,JP,KEEL210,Univ,1996,306,361,8,0
15452,BD,Shourov,,1996,306,306,2,0
15452,JP,lambda3,,1989,306,306,1,0
15452,JP,batomomo9,,1999,306,307,11,0
15452,JP,popontta,,1994,306,306,23,0
15452,JP,famicon,,,306,306,12,0
15452,JP,ksMdSsDc,,1993,306,306,9,0
15452,IN,ssd619,,,306,314,8,0
15452,JP,Tsutsu0335,,2001,306,306,12,0
15452,JP,ririri,名古屋工業大学,1997,306,335,11,0
15452,IN,AB_54,Stuednt,1999,306,306,5,0
15452,JP,kinoshi,,1999,306,306,4,0
15452,CN,kz7279,,,306,306,1,0
15452,JP,lunch2000,,1981,306,306,5,0
15452,IN,lakhansoren,,1994,306,306,2,0
15470,JP,tencha,Shizuoka University,1997,305,473,17,0
15470,IN,nightcoder_98,,1998,305,305,1,0
15470,KG,aldaiarov,,1995,305,305,2,0
15470,JP,Pass_by,,1997,305,305,2,0
15470,CN,huzixiao04,,2004,305,305,8,0
15470,JP,martus,,,305,305,4,0
15470,CN,wanxiao001,,,305,305,5,0
15470,JP,NSArray,,1999,305,305,1,0
15470,JP,NoAranta,,1994,305,305,4,0
15470,JP,liquidaqua,,1998,305,305,2,0
15470,KR,qjatn0120,,2001,305,305,1,0
15470,JP,narupi,,1999,305,305,8,0
15470,JP,popporz,,,305,467,11,0
15470,JP,hee,,1999,305,305,6,0
15470,CN,Slr2002,,2002,305,305,2,0
15470,JP,antiferromagnet,,1995,305,305,2,0
15470,CN,arlepha,,2002,305,305,1,0
15470,JP,mumclouds,,1996,305,333,3,0
15470,IN,Suraj_Yadav,IIT Bombay,2000,305,305,1,0
15470,JP,osanshouo,,,305,305,2,0
15490,JP,kao27,,,304,304,10,0
15490,IN,a2hksy,,1997,304,304,3,0
15490,JP,yomogi,,,304,304,10,0
15490,PY,keikouto2001,,2001,304,339,28,0
15490,JP,refrg,,1997,304,320,8,0
15490,JP,tomokikun,,1995,304,315,11,0
15490,JP,pika4632,,1994,304,304,5,0
15490,CN,TrickPlayer,,1997,304,304,3,0
15490,JP,nuigrm,Peercast,1989,304,561,29,0
15490,JP,mikame,,1998,304,304,5,0
15490,CN,GlitterX,1102837040,1999,304,304,3,0
15490,JP,orenjiame,滋賀大学,1999,304,304,11,0
15490,IN,H_a_c_k,IIIT Bangalore,2000,304,304,1,0
15490,JP,himu,,,304,304,14,0
15490,JP,chirimen,ADI,1981,304,304,16,0
15490,JP,pyonnkichi,,1999,304,304,10,0
15490,TW,Henry_Chou,,2004,304,304,11,0
15490,CN,liushuo20172512,,,304,304,2,0
15490,CN,airbust,,,304,304,5,0
15509,JP,sayu,-,,303,303,2,0
15509,JP,hnmtksa,,1992,303,303,7,0
15509,JP,nekokan,学生,1995,303,303,9,0
15509,CN,ZJYelizaveta,,2001,303,303,3,0
15509,JP,Maxloki,,,303,303,2,0
15509,JP,marina7,,1998,303,303,1,0
15509,IN,jenish9599,,1999,303,303,1,0
15509,JP,tatsu98,Kyoto University,1998,303,303,6,0
15509,CN,yingt2005,,2005,303,303,3,0
15509,JP,sursouth,,1997,303,303,12,0
15509,JP,hanayarawa,近畿大学,1999,303,303,11,0
15509,JP,cba,,,303,303,9,0
15509,JP,hamu3,,1999,303,303,14,0
15522,JP,obknnt0529,早稲田大学,1995,302,308,4,0
15522,UZ,Enzymii,slyz,2017,302,302,1,0
15522,JP,rokube,University of Hyogo,,302,302,6,0
15522,JP,Swall0w,,,302,302,7,0
15522,CN,luoyue123,,,302,302,1,0
15522,JP,bubu_suke,,1986,302,302,8,0
15522,JP,umyamya,,,302,329,4,0
15522,JP,gutishun,"Graduate School of Biostudies, Kyoto University",1994,302,302,5,0
15522,JP,ryou1115,,,302,302,5,0
15522,JP,Liuliet,,,302,302,1,0
15522,PL,wikkos,University of Warsaw,,302,302,1,0
15522,JP,ktakahiro2001,,,302,345,7,0
15522,JP,John7899,,1996,302,302,7,0
15522,JP,txtb0kwrm,,1998,302,302,8,0
15522,JP,tShun,東京都市大学,1998,302,302,25,0
15522,JP,kazki,NITKIT,2001,302,304,15,0
15522,CO,dars,,1997,302,302,1,0
15522,JP,rotelstift,,1983,302,302,11,0
15522,CN,suewiq,,,302,302,5,0
15522,JP,araragi,University of Electro-Communication,1999,302,302,6,0
15522,CN,tang,,2005,302,302,12,0
15522,CN,AceMonster,,1999,302,302,1,0
15544,JP,efl_ite,null,,301,301,6,0
15544,BD,imh1j4l,,1995,301,369,15,0
15544,JP,pudding_info,Kyoto Institute of Technology,1995,301,301,7,0
15544,CN,izcat,HDU,1999,301,301,4,0
15544,CN,WAautomaton,,,301,301,4,0
15544,JP,hirasawayuisuki,私立桜が丘女子高等学校,1998,301,520,20,0
15544,CN,zzd233,,,301,301,1,0
15544,JP,power64,,,301,315,12,0
15544,JP,Esire,"NIT,AC",2000,301,301,2,0
15544,JP,ku2482,京都大学,1994,301,301,5,0
15544,CN,hnust_yanglin,Hunan University of Science and Technology,1999,301,301,5,0
15544,JP,YMHR_U,Univesity  of Aizu,1999,301,301,9,0
15544,JP,T0ht0m0,,1990,301,301,12,0
15544,JP,yasshota102,,1996,301,301,6,0
15544,US,benjamin_wu_,,2002,301,301,2,0
15559,BD,AnikaTahsin,,1996,300,300,5,0
15559,JP,mayoneko,明治大学総合数理学部先端メディアサイエンス学科,1994,300,305,4,0
15559,JP,tefu0818,,,300,300,3,0
15559,JP,s6challe,Japan,1995,300,309,7,0
15559,BD,maknunlakme,,1995,300,300,3,0
15559,JP,naronA,,1984,300,301,6,0
15559,JP,subaru2003,Azabu High School,2003,300,383,29,0
15559,RS,K1000,,1999,300,300,1,0
15559,JP,daemonsoul,,,300,483,9,0
15559,JP,hakka,,,300,301,6,0
15559,JP,hrichii,,1996,300,341,5,0
15559,JP,kimi4iceman,,,300,323,12,0
15559,CN,zwu_2018010638,,,300,316,7,0
15572,JP,tyty0822,,1984,299,316,21,0
15572,JP,yut0n,"FutureArchtect,inc",1992,299,299,11,0
15572,JP,auth615,,1999,299,299,16,0
15572,JP,fejgirueikfjekr,,,299,299,7,0
15572,CN,cmwqf,,,299,299,1,0
15572,CN,anqingyan,,1998,299,349,3,0
15572,IN,navdha_98,,,299,299,2,0
15572,JP,Ahasan_1999,Chittagong University of Engineering and Technology,1999,299,299,7,0
15572,JP,tebasakioisii,,,299,299,16,0
15572,CN,VCZC,,1999,299,299,3,0
15572,IN,john_titor,,,299,299,1,0
15572,VN,ag602326,Shizuoka University,1997,299,299,1,0
